ID,ORF,Metarow,Metacolomn,Sub-Grid Row,Sub-Grid Colomn,description
631,slr0739,1,1,27,16,geranylgeranyl pyrophosphate synthase
632,sll1933,1,1,27,17,DnaJ protein
633,ssr0759,1,1,27,19,
634,ssl2982,1,1,27,20,hypothetical protein
635,ssl2162,1,1,27,21,
636,ssr1736,1,1,27,22,50S ribosomal protein L32
637,sll0069,1,1,27,23,
638,sll0325,1,1,27,24,
639,sll1570,1,1,28,1,
640,sll1568,1,1,28,2,fibrillin
641,sll1820,1,1,28,3,pseudouridine synthase 1
642,sll1814,1,1,28,4,preprotein translocase SecY subunit
643,sll1802,1,1,28,5,50S ribosomal protein L2
644,slr1895,1,1,28,6,
645,sll1852,1,1,28,7,nucleoside diphosphate kinase
646,ssr3300,1,1,28,8,
647,ssr3304,1,1,28,9,
648,slr1951,1,1,28,10,
649,ssr1513,1,1,28,11,hypothetical protein
650,slr0925,1,1,28,12,single-stranded DNA-binding protein
651,sll1893,1,1,28,13,cyclase
652,slr1564,1,1,28,14,RNA polymerase sigma-37
653,slr1122,1,1,28,15,
654,sll1716,1,1,28,16,transposase
655,slr1271,1,1,28,17,UDP-N-acetyl-D-mannosaminuronic acid transferase
656,sll1203,1,1,28,18,
657,slr0164,1,1,28,19,ATP-dependent Clp protease proteolytic subunit
658,slr0342,1,1,28,20,cytochrome b6
659,slr0384,1,1,28,21,
660,slr0633,1,1,28,22,ThiG protein
661,slr0723,1,1,28,23,
662,slr0812,1,1,28,24,
663,slr1835,1,1,29,1,P700 apoprotein subunit Ib
664,slr1841,1,1,29,2,
665,slr1843,1,1,29,3,glucose 6-phosphate dehydrogenase
666,sll1713,1,1,29,4,histidinol-phosphate aminotransferase
667,sll1784,1,1,29,5,
668,slr1857,1,1,29,6,glycogen operon protein GlgX
669,sll1932,1,1,29,19,DnaK protein
670,slr1805,1,1,29,20,sensory transduction histidine kinase
671,sll1905,1,1,29,21,sensory transduction histidine kinase
672,sll1590,1,1,29,22,sensory transduction histidine kinase
673,slr0940,1,1,29,23,zeta-carotene desaturase precursor
674,sll0262,1,1,29,24,delta-6 desaturase
675,slr2136,1,1,30,1,GcpE protein
676,sll2005,1,1,30,2,DNA gyrase B subunit
677,sll2003,1,1,30,3,
678,slr2144,1,1,30,4,
679,slr1818,1,1,30,5,
680,sll1689,1,1,30,6,RNA polymerase sigma factor
681,sll1514,1,1,30,19,spore protein sp21
682,slr0193,1,1,30,20,RNA-binding protein
683,sll0921,1,1,30,21,regulatory components of sensory transduction syst
684,sll1031,1,1,30,22,carbon dioxide concentrating mechanism protein Ccm
685,slr1768,1,1,30,23,
686,sll1352,1,1,30,24,
687,sll1884,1,1,31,1,
688,sll1882,1,1,31,2,hypothetical protein
689,sll1879,1,1,31,3,
690,slr1977,1,1,31,4,
691,slr1979,1,1,31,5,anthranilate synthase component I
692,sll1876,1,1,31,6,oxygen independent coprophorphyrinogen III oxidase
693,ssl1792,1,1,31,19,
694,slr1764,1,1,31,20,cAMP binding protein
695,slr1139,1,1,31,21,thioredoxin
696,sll1631,1,1,31,22,hypothetical protein
697,slr1992,1,1,31,23,glutathione peroxidase
698,ssr3402,1,1,31,24,
699,sll1520,1,1,32,1,DNA repair protein RecN
700,slr1934,1,1,32,2,pyruvate dehydrogenase E1 component, alpha subunit
701,sll1854,1,1,32,3,exodeoxyribonuclease III
702,slr1938,1,1,32,4,hypothetical protein
703,slr1939,1,1,32,5,
704,slr1942,1,1,32,6,
705,sll0733,1,1,32,19,
706,slr0738,1,1,32,20,anthranilate synthetase alpha-subunit
707,slr1706,1,1,32,21,dihydroflavonol 4-reductase
708,slr1844,1,1,32,22,excinuclease ABC subunit A
709,ssr1789,1,1,32,23,high light inducible protein
710,sll1578,1,1,32,24,phycocyanin a subunit
711,slr0612,1,2,1,1,hypothetical protein
712,sll0558,1,2,1,2,hypothetical protein
713,sll1213,1,2,1,3,hypothetical protein
714,slr1312,1,2,1,4,arginine decarboxylase
715,slr1317,1,2,1,5,iron(III) dicitrate transport system permease prot
716,slr1319,1,2,1,6,iron(III) dicitrate transport system permease prot
717,sll1327,1,2,1,8,ATP synthase g subunit
718,sll1325,1,2,1,9,ATP synthase d subunit
719,sll1322,1,2,1,10,ATP synthase subunit a
720,slr1414,1,2,1,11,sensory transduction histidine kinase
721,slr1416,1,2,1,12,MorR protein
722,slr0969,1,2,1,13,precorrin methylase
723,slr0971,1,2,1,14,
724,sll0932,1,2,1,15,
725,sll0927,1,2,1,16,S-adenosylmethionine synthetase
726,sll0925,1,2,1,17,
727,slr0975,1,2,1,18,
728,sll1290,1,2,1,19,ribonuclease II
729,slr1390,1,2,1,20,cell division protein FtsH
730,slr1392,1,2,1,21,ferrous iron transport protein B
731,sll1286,1,2,1,22,
732,slr1397,1,2,1,23,
733,sll1285,1,2,1,24,
734,slr1492,1,2,2,1,iron(III) dicitrate-binding periplasmic protein
735,sll1401,1,2,2,2,
736,sll1397,1,2,2,3,transposase
737,slr1498,1,2,2,4,hydrogenase isoenzymes formation protein HypD
738,sll1394,1,2,2,5,peptide methionine sulfoxide reductase
739,sll1392,1,2,2,6,hypothetical protein
740,slr1105,1,2,2,7,elongation factor EF-G
741,sll1036,1,2,2,8,
742,slr1106,1,2,2,9,prohibitin
743,sll1032,1,2,2,10,hypothetical protein
744,slr1110,1,2,2,11,
745,sll1686,1,2,2,12,
746,slr1616,1,2,2,13,
747,slr1618,1,2,2,14,
748,slr1063,1,2,2,15,hypothetical protein
749,slr1065,1,2,2,16,
750,slr1067,1,2,2,17,UDP-glucose 4-epimerase
751,slr1071,1,2,2,18,
752,slr2011,1,2,2,19,
753,slr2013,1,2,2,20,
754,slr2015,1,2,2,21,
755,slr2019,1,2,2,22,ABC transporter
756,slr2023,1,2,2,23,malonyl coenzyme A-acyl carrier protein transacyla
757,sll1917,1,2,2,24,oxygen independent coprophorphyrinogen III oxidase
758,slr1123,1,2,3,1,guanylate kinase
759,slr1125,1,2,3,2,zeaxanthin glucosyl transferase
760,sll1049,1,2,3,3,
761,slr1128,1,2,3,4,erthyrocyte band 7 integral membrane protein, prot
762,slr1130,1,2,3,5,ribonuclease HII
763,sll0716,1,2,3,6,leader peptidase I
764,sll1676,1,2,3,7,4-alpha-glucanotransferase
765,slr1788,1,2,3,8,
766,sll1673,1,2,3,9,regulatory components of sensory transduction syst
767,slr1790,1,2,3,10,hypothetical protein
768,sll1670,1,2,3,11,hypothetical protein
769,slr1793,1,2,3,12,transaldolase
770,sll1019,1,2,3,13,glyoxalase II
771,sll1017,1,2,3,14,ammonium transporter
772,slr0670,1,2,3,15,
773,slr0676,1,2,3,16,adenylylsulfate 3'-phosphotransferase
774,slr0678,1,2,3,17,
775,slr0681,1,2,3,18,hypothetical protein
776,sll1081,1,2,3,19,integral membrane components of other binding-prot
777,slr1143,1,2,3,20,hypothetical protein
778,sll1074,1,2,3,21,leucyl-tRNA synthetase
779,slr1147,1,2,3,22,sensory transduction histidine kinase
780,sll1071,1,2,3,23,
781,sll1825,1,2,3,24,
782,slr0742,1,2,4,1,
783,slr0744,1,2,4,2,initiation factor IF-2
784,slr0239,1,2,4,3,precorrin methylase
785,slr0243,1,2,4,4,
786,slr0245,1,2,4,5,acetylpolyamine aminohydolase
787,sll0227,1,2,4,6,peptidyl-prolyl cis-trans isomerase B
788,slr1295,1,2,4,7,iron transport protein
789,sll1196,1,2,4,8,phosphofructokinase
790,slr1299,1,2,4,9,UDP-glucose dehydrogenase
791,slr1301,1,2,4,10,
792,slr1303,1,2,4,11,
793,slr1305,1,2,4,12,nitrogen fixation positive activator protein
794,sll0638,1,2,4,13,
795,sll0635,1,2,4,14,thiamin biosynthetic bifunctional enzyme
796,slr1590,1,2,4,15,
797,slr1592,1,2,4,16,hypothetical protein
798,slr1594,1,2,4,17,PatA protein
799,slr1597,1,2,4,18,hypothetical protein
800,slr1194,1,2,4,19,hypothetical protein
801,slr1198,1,2,4,20,rehydrin
802,slr1200,1,2,4,21,high-affinity branched-chain amino acid transport
803,slr1202,1,2,4,22,lactose transport system permease protein LacF
804,slr1211,1,2,4,23,CobN protein
805,slr1213,1,2,4,24,LumQ gene product
806,slr1044,1,2,5,1,methyl-accepting chemotaxis protein
807,sll1011,1,2,5,3,hypothetical protein
808,slr1051,1,2,5,4,enoyl-[acyl-carrier-protein] reductase
809,slr1053,1,2,5,5,
810,slr1055,1,2,5,6,Mg-chelatase subunit
811,sll1722,1,2,5,7,
812,sll1721,1,2,5,8,pyruvate dehydrogenase E1 beta subunit
813,slr1537,1,2,5,10,
814,slr1540,1,2,5,11,
815,slr1543,1,2,5,12,DNA-damage-inducible protein
816,slr0878,1,2,5,13,hypothetical protein
817,sll0873,1,2,5,14,carboxynorspermidine decarboxylase
818,slr0883,1,2,5,15,regulation of penicillin binding protein 5 product
819,slr0884,1,2,5,16,glyceraldehyde 3-phosphate dehydrogenase
820,sll0868,1,2,5,17,lipoic acid synthetase
821,slr0886,1,2,5,18,3-oxoacyl-[acyl-carrier protein] reductase
822,slr0864,1,2,5,19,ABC transporter
823,sll0839,1,2,5,20,
824,sll0837,1,2,5,21,
825,slr0872,1,2,5,23,
826,slr1243,1,2,5,24,
827,slr1763,1,2,6,1,hypothetical protein
828,sll1640,1,2,6,2,hypothetical protein
829,sll1636,1,2,6,3,ferripyochelin binding protein
830,sll1752,1,2,6,4,
831,slr1849,1,2,6,5,mercuric reductase
832,sll1946,1,2,6,6,
833,sll1454,1,2,6,7,nitrate reductase
834,sll1450,1,2,6,8,nitrate transport 45kD protein
835,slr1748,1,2,6,9,hypothetical protein
836,sll1632,1,2,6,10,
837,slr1752,1,2,6,11,
838,slr1220,1,2,6,12,
839,sll1305,1,2,6,13,
840,slr1863,1,2,6,14,
841,slr1866,1,2,6,15,
842,sll1776,1,2,6,16,deoxyribose-phosphate aldolase
843,slr1869,1,2,6,17,
844,sll1773,1,2,6,18,hypothetical protein
845,slr1257,1,2,6,19,
846,slr1259,1,2,6,20,hypothetical protein
847,slr1262,1,2,6,21,
848,sll1961,1,2,6,22,
849,slr2057,1,2,6,23,water channel protein
850,slr2062,1,2,6,24,transposase
851,slr2046,1,2,7,1,Fat protein
852,slr2048,1,2,7,2,hypothetical protein
853,slr2052,1,2,7,3,
854,sll1931,1,2,7,4,serine hydroxymethyltransferase
855,slr1910,1,2,7,5,N-acetylmuramoyl-L-alanine amidase
856,slr1916,1,2,7,6,esterase
857,slr1233,1,2,7,7,succinate dehydrogenase flavoprotein subunit
858,sll1132,1,2,7,8,
859,sll1129,1,2,7,9,2-hydroxy-6-oxohepta-2,4-dienoate hydrolase
860,sll1127,1,2,7,10,naphthoate synthase
861,slr1240,1,2,7,11,
862,slr1435,1,2,7,12,PmbA protein
863,sll1758,1,2,7,13,hypothetical protein
864,slr1882,1,2,7,14,hypothetical protein
865,slr1884,1,2,7,15,tryptophanyl-tRNA synthetase
866,sll1755,1,2,7,16,
867,sll1709,1,2,7,17,glucose dehydrogenase
868,sll1703,1,2,7,18,protease IV
869,sll1615,1,2,7,19,thiophen and furan oxidation protein
870,sll1611,1,2,7,20,
871,sll1606,1,2,7,21,hypothetical protein
872,slr1719,1,2,7,22,DrgA gene product
873,slr1721,1,2,7,23,
874,slr1724,1,2,7,24,
875,sll0994,1,2,8,1,
876,slr1024,1,2,8,2,
877,sll0990,1,2,8,3,formaldehyde dehydrogenase (glutathione)
878,slr1030,1,2,8,4,Mg-protoporhyrin IX
879,slr1033,1,2,8,5,
880,sll0985,1,2,8,6,
881,slr1449,1,2,8,7,
882,sll1349,1,2,8,8,phosphoglycolate phosphatase
883,sll1280,1,2,8,9,
884,sll1276,1,2,8,10,ABC transporter
885,slr1363,1,2,8,11,hypothetical protein
886,slr1365,1,2,8,12,BioY protein
887,sll1623,1,2,8,13,ABC transporter
888,slr1737,1,2,8,14,
889,slr1740,1,2,8,15,extracellular solute-binding protein family
890,slr1742,1,2,8,16,
891,slr1746,1,2,8,17,glutamate racemase
892,slr0851,1,2,8,18,NADH dehydrogenase
893,slr0261,1,2,8,19,NADH dehydrogenase subunit 7
894,sll0250,1,2,8,20,pantothenate metabolism flavoprotein
895,sll0247,1,2,8,21,iron-stress chlorophyll-binding protein
896,sll0245,1,2,8,22,hypothetical protein
897,slr0271,1,2,8,23,
898,slr0273,1,2,8,24,
899,sll1981,1,2,9,1,acetolactate synthase
900,slr2099,1,2,9,2,regulatory components of sensory transduction syst
901,slr2102,1,2,9,3,cell division protein FtsY
902,slr2104,1,2,9,4,sensory transduction histidine kinase
903,sll1973,1,2,9,5,hypothetical protein
904,sll1429,1,2,9,6,
905,sll1258,1,2,9,7,
906,sll1253,1,2,9,8,polyA polymerase
907,sll1247,1,2,9,9,
908,sll1244,1,2,9,10,50S ribosomal protein L9
909,slr1956,1,2,9,12,
910,slr1164,1,2,9,13,ribonucleotide reductase subunit alpha
911,slr1166,1,2,9,14,hypothetical protein
912,slr1167,1,2,9,15,glycerol dehydrogenase
913,sll1089,1,2,9,16,
914,slr1173,1,2,9,17,
915,slr1174,1,2,9,18,
916,slr0288,1,2,9,19,glutamate--ammonia ligase
917,slr0293,1,2,9,20,P protein of glycine cleavage complex
918,slr0395,1,2,9,21,transcriptional activator protein NtcB
919,sll0360,1,2,9,22,
920,slr0399,1,2,9,23,ycf39 gene product
921,slr1512,1,2,10,1,
922,sll1414,1,2,10,2,hypothetical protein
923,slr1517,1,2,10,3,3-isopropylmalate dehydrogenase
924,slr1519,1,2,10,4,HglK
925,slr1521,1,2,10,5,GTP-binding protein HflX
926,slr2107,1,2,10,6,polysialic acid transport protein KpsM
927,slr1969,1,2,10,7,sensory transduction histidine kinase
928,slr1971,1,2,10,8,
929,slr1972,1,2,10,9,hypothetical protein
930,sll1875,1,2,10,10,heme oxygenase
931,sll1872,1,2,10,11,membrane bound protein LytR
932,sll1869,1,2,10,12,3-chlorobenzoate-3,4-dioxygenase
933,sll1558,1,2,10,13,mannose-1-phosphate guanyltransferase
934,sll1556,1,2,10,14,hypothetical protein
935,slr1689,1,2,10,15,formamidopyrimidine-DNA glycosylase
936,slr1691,1,2,10,16,NH(3)-dependent NAD(+) synthetase
937,slr1693,1,2,10,17,regulatory components of sensory transduction syst
938,slr0937,1,2,10,18,
939,slr0151,1,2,10,19,
940,sll0149,1,2,10,20,
941,sll0147,1,2,10,21,
942,sll0145,1,2,10,22,ribosome releasing factor
943,slr0156,1,2,10,23,ClpB protein
944,sll0141,1,2,10,24,hypothetical protein
945,sll1994,1,2,11,1,porphobilinogen synthase
946,slr2131,1,2,11,2,acriflavin resistance protein
947,slr1322,1,2,11,3,hypothetical protein
948,slr1324,1,2,11,4,sensory transduction histidine kinase
949,sll1234,1,2,11,5,S-adenosylhomocysteine hydrolase
950,sll1232,1,2,11,6,hypothetical protein
951,slr1476,1,2,11,7,aspartate carbamoyltransferase
952,slr1478,1,2,11,8,
953,sll1373,1,2,11,9,
954,sll1371,1,2,11,10,catabolite gene activator protein
955,sll1181,1,2,11,11,HlyD family of secretion proteins
956,slr1265,1,2,11,12,RNA polymerase gamma-subunit
957,slr0950,1,2,11,13,hypothetical protein
958,sll0909,1,2,11,14,
959,slr0952,1,2,11,15,fructose 1,6-bisphosphatase
960,slr0955,1,2,11,16,hypothetical protein
961,sll0905,1,2,11,17,maf protein
962,sll1541,1,2,11,18,lignostilbene-alpha,beta-dioxygenase
963,slr1932,1,2,11,19,
964,sll1858,1,2,11,20,
965,slr0993,1,2,11,21,lipoprotein NlpD
966,sll0945,1,2,11,22,glycogen synthase
967,slr0321,1,2,11,23,GTP-binding protein Era
968,slr0323,1,2,11,24,alpha-mannosidase
969,slr0804,1,2,12,1,D-alanyl-D-alanine carboxypeptidase
970,slr0807,1,2,12,2,sialoglycoprotease
971,slr0809,1,2,12,3,dTDP-glucose 4-6-dehydratase
972,sll0817,1,2,12,4,tRNA delta-2-isopentenylpyrophosphate (IPP) transf
973,sll0815,1,2,12,5,
974,slr0813,1,2,12,6,ceramide glucosyltransferase
975,slr1285,1,2,12,7,
976,slr1288,1,2,12,8,
977,sll1446,1,2,12,9,hypothetical protein
978,sll1443,1,2,12,10,CTP synthetase
979,sll1441,1,2,12,11,delta 15 desaturase
980,slr1530,1,2,12,12,
981,sll1526,1,2,12,13,
982,sll0428,1,2,12,14,
983,slr0444,1,2,12,15,3-phosphoshikimate 1-carboxyvinyltransferase
984,sll0422,1,2,12,16,asparaginase
985,slr0445,1,2,12,17,
986,slr0447,1,2,12,18,negative aliphatic amidase regulator
987,slr0169,1,2,12,19,
988,sll0177,1,2,12,20,
989,sll0173,1,2,12,21,
990,sll0169,1,2,12,22,
991,sll0162,1,2,12,23,
992,slr0181,1,2,12,24,
993,slr0369,1,2,13,1,acriflavin resistance protein
994,sll0337,1,2,13,2,sensory transduction histidine kinase
995,sll0335,1,2,13,3,hypothetical protein
996,slr0378,1,2,13,4,7-beta-(4-carbaxybutanamido)cephalosporanic acid a
997,sll0330,1,2,13,5,3-ketoacyl-acyl carrier protein reductase
998,sll0329,1,2,13,6,6-phosphogluconate dehydrogenase
999,slr0049,1,2,13,7,
1000,sll0072,1,2,13,8,
1001,sll0070,1,2,13,9,phosphoribosylglycinamide formyltransferase
1002,slr0054,1,2,13,10,diacylglycerol kinase
1003,sll0064,1,2,13,11,
1004,slr0060,1,2,13,12,
1005,sll0184,1,2,13,13,RNA polymerase sigma factor
1006,sll0183,1,2,13,14,hypothetical protein
1007,sll0181,1,2,13,15,
1008,slr0207,1,2,13,16,
1009,slr0209,1,2,13,17,
1010,slr0212,1,2,13,18,5-methyltetrahydrofolate--homocysteine methyltrans
1011,sll0480,1,2,13,19,
1012,slr0510,1,2,13,20,hypothetical protein
1013,slr0513,1,2,13,21,periplasmic iron-binding protein
1014,sll0474,1,2,13,22,sensory transduction histidine kinase
1015,slr0517,1,2,13,23,
1016,slr0522,1,2,13,24,
1017,sll0764,1,2,14,1,high-affinity branched-chain amino acid transport
1018,sll0759,1,2,14,2,ABC transporter
1019,sll0756,1,2,14,3,
1020,sll0753,1,2,14,4,methylenetetrahydrofolate dehydrogenase /methenylt
1021,sll0751,1,2,14,5,hypothetical protein
1022,sll0750,1,2,14,6,sensory transduction histidine kinase
1023,sll0462,1,2,14,7,
1024,slr0473,1,2,14,8,phytochrome
1025,slr0477,1,2,14,9,phosphoribosylglycinamide formyltransferase
1026,slr0482,1,2,14,10,
1027,slr0492,1,2,14,11,O-succinylbenzoic acid--CoA ligase
1028,sll0455,1,2,14,12,homoserine dehydrogenase
1029,sll0891,1,2,14,13,2-ketoacid dehydrogenase (malate dehydrogenase,  l
1030,slr0559,1,2,14,14,
1031,sll0553,1,2,14,15,
1032,slr0565,1,2,14,16,
1033,sll0549,1,2,14,17,
1034,sll0547,1,2,14,18,
1035,slr0618,1,2,14,19,cobyric acid synthase
1036,sll0587,1,2,14,20,pyruvate kinase
1037,sll0585,1,2,14,21,hypothetical protein
1038,slr0625,1,2,14,22,
1039,sll0108,1,2,14,23,NH4+ transporter
1040,slr0103,1,2,14,24,
1041,sll0310,1,2,15,1,
1042,sll0024,1,2,15,2,
1043,sll0022,1,2,15,3,
1044,sll0020,1,2,15,4,ATP-dependent Clp protease regulatory subunit
1045,sll0016,1,2,15,5,membrane-bound lytic transglycosylase A
1046,slr0007,1,2,15,6,
1047,sll0617,1,2,15,7,chloroplast membrane-associated 30 kD protein
1048,sll0616,1,2,15,8,preprotein translocase SecA subunit
1049,sll0613,1,2,15,9,Holliday junction DNA helicase RuvB
1050,slr0635,1,2,15,10,
1051,slr0637,1,2,15,11,
1052,slr0639,1,2,15,12,hypothetical protein
1053,sll0833,1,2,15,13,oligopeptide transport system permease protein
1054,slr0835,1,2,15,14,MoxR protein
1055,sll0830,1,2,15,15,elongation factor EF-G
1056,sll0829,1,2,15,16,methyltransferase
1057,sll0828,1,2,15,17,6-aminohexanoate-cyclic-dimer hydrolase
1058,slr0841,1,2,15,18,
1059,slr0112,1,2,15,19,
1060,slr0115,1,2,15,20,regulatory components of sensory transduction syst
1061,slr0119,1,2,15,21,serum resistance locus BrkB
1062,sll0290,1,2,15,22,polyphosphate kinase
1063,slr0298,1,2,15,23,heterocyst to vegetative cell connection protein
1064,slr0300,1,2,15,24,
1065,sll0210,1,2,16,1,hypothetical protein
1066,sll0209,1,2,16,2,
1067,sll0202,1,2,16,3,glucose inhibited division protein A
1068,slr0226,1,2,16,4,
1069,slr0228,1,2,16,5,cell division protein FtsH
1070,sll0194,1,2,16,6,hypothetical protein
1071,sll0395,1,2,16,7,hypothetical protein
1072,slr0418,1,2,16,8,
1073,sll0384,1,2,16,9,
1074,sll0382,1,2,16,10,
1075,sll0380,1,2,16,11,mannosyl transferase
1076,slr0420,1,2,16,12,
1077,sll0086,1,2,16,13,hypothetical protein
1078,sll0083,1,2,16,14,phosphoheptose isomerase
1079,slr0081,1,2,16,15,regulatory components of sensory transduction syst
1080,sll0080,1,2,16,16,N-acetyl-gamma-glutamyl-phosphate reductase
1081,sll0078,1,2,16,17,threonyl-tRNA synthetase
1082,slr0089,1,2,16,18,delta(24)-sterol C-methyltransferase
1083,slr0312,1,2,16,19,nitrate/nitrite response regulator protein
1084,slr0314,1,2,16,20,bromoperoxidase
1085,slr0316,1,2,16,21,
1086,slr0318,1,2,16,22,
1087,slr0786,1,2,16,23,methionine aminopeptidase
1088,slr0788,1,2,16,24,pre-B cell enhancing factor
1089,sll0785,1,2,17,1,
1090,slr0801,1,2,17,2,
1091,sll0779,1,2,17,3,PleD gene product
1092,sll0777,1,2,17,4,
1093,slr0697,1,2,17,5,hypothetical protein
1094,slr0702,1,2,17,6,
1095,sll0524,1,2,17,7,hypothetical protein
1096,sll0521,1,2,17,8,NADH dehydrogenase subunit 6
1097,sll0519,1,2,17,9,NADH dehydrogenase subunit 1
1098,slr1420,1,2,17,10,
1099,sll1343,1,2,17,11,aminopeptidase
1100,slr1423,1,2,17,12,UDP-N-acetylmuramate-alanine ligase
1101,slr0758,1,2,17,13,
1102,sll0722,1,2,17,14,
1103,sll1546,1,2,17,15,exopolyphosphatase
1104,slr1664,1,2,17,16,
1105,slr1666,1,2,17,17,pleiotropic regulatory protein
1106,slr1668,1,2,17,18,
1107,ssr3189,1,2,17,19,
1108,ssr2087,1,2,17,20,
1109,ssr2912,1,2,17,21,
1110,ssl0453,1,2,17,22,phycobilisome degradation protein NblA
1111,ssl0438,1,2,17,23,
1112,ssl3769,1,2,17,24,
1113,sll0741,1,2,18,1,pyruvate oxidoreductase
1114,sll0739,1,2,18,2,ABC transporter
1115,sll0048,1,2,18,3,
1116,slr0023,1,2,18,4,
1117,sll0041,1,2,18,5,methyl-accepting chemotaxis protein I
1118,slr0031,1,2,18,6,hypothetical protein
1119,slr1455,1,2,18,7,sulfate transport system permease protein
1120,slr1457,1,2,18,8,chromate transport protein
1121,sll1366,1,2,18,9,helicase of the snf2/rad54 family
1122,sll1365,1,2,18,10,
1123,slr1463,1,2,18,11,elongation factor EF-G
1124,sll1363,1,2,18,12,ketol-acid reductoisomerase
1125,slr0453,1,2,18,13,
1126,slr0457,1,2,18,14,tRNA pseudouridine 55 synthase
1127,slr1176,1,2,18,15,ADP-glucose pyrophosphorylase
1128,slr1179,1,2,18,16,hypothetical protein
1129,sll1109,1,2,18,17,
1130,slr1181,1,2,18,18,photosystem II D1 protein
1131,ssr3341,1,2,18,19,
1132,smr0010,1,2,18,20,PetG subunit of the cytochrome b6f complex
1133,ssr2803,1,2,18,21,hypothetical protein
1134,ssr2831,1,2,18,22,photosystem I subunit IV
1135,ssl0483,1,2,18,23,
1136,ssl0564,1,2,18,24,transcriptional regulatory protein
1137,sll0027,1,2,19,1,NADH dehydrogenase subunit 4
1138,sll0518,1,2,19,2,
1139,slr0527,1,2,19,3,ExsB protein
1140,slr0529,1,2,19,4,
1141,slr0531,1,2,19,5,membrane bound sugar transport protein
1142,slr0533,1,2,19,6,sensory transduction histidine kinase
1143,slr0666,1,2,19,7,
1144,slr1556,1,2,19,8,2-hydroxyaciddehydrogenase
1145,slr1557,1,2,19,9,
1146,sll1495,1,2,19,10,
1147,slr1560,1,2,19,11,histidyl tRNA synthetase
1148,sll1491,1,2,19,12,beta transducin-like protein
1149,sgl0002,1,2,19,13,
1150,ssl2615,1,2,19,14,ATP synthase subunit c
1151,ssr3000,1,2,19,15,
1152,ssl1784,1,2,19,16,30S ribosomal protein S15
1153,ssr1768,1,2,19,17,
1154,ssr1155,1,2,19,18,
1155,ssr0330,1,2,19,19,ferredoxin-thioredoxin reductase, variable chain
1156,slr1761,1,2,19,20,FKBP-type peptidyl-prolyl cis-trans isomerase
1157,ssl1046,1,2,19,21,
1158,ssr1407,1,2,19,22,
1159,ssr1425,1,2,19,23,ycf34 gene product
1160,ssr1041,1,2,19,24,
1161,slr0541,1,2,20,1,hypothetical protein
1162,slr0543,1,2,20,2,tryptophan synthase beta subunit
1163,slr0544,1,2,20,3,ABC transporter
1164,slr0545,1,2,20,4,auxin-induced protein
1165,sll0495,1,2,20,5,asparaginyl-tRNA synthetase
1166,sll0537,1,2,20,6,ammonium transport protein amt1
1167,sll1481,1,2,20,7,
1168,sll1477,1,2,20,8,
1169,sll1473,1,2,20,9,
1170,slr1584,1,2,20,10,regulatory components of sensory transduction syst
1171,slr1588,1,2,20,11,hypothetical protein
1172,sll0736,1,2,20,12,
1173,ssr2848,1,2,20,13,
1174,ssl3446,1,2,20,14,
1175,ssl3335,1,2,20,15,secretory protein SecE
1176,ssl2823,1,2,20,16,hypothetical protein
1177,ssl3177,1,2,20,17,rare lipoprotein A
1178,ssr2049,1,2,20,18,protochlorophillide reductase 57 kD subunit
1179,ssl0832,1,2,20,19,
1180,slr1493,1,2,20,20,
1181,sll1398,1,2,20,21,photosystem II 13 kD protein
1182,sll1062,1,2,20,22,
1183,sll1057,1,2,20,23,thioredoxin M
1184,sll1045,1,2,20,24,mutator MutT protein
1185,slr1100,1,2,21,1,
1186,ssl2009,1,2,21,2,
1187,slr1780,1,2,21,3,hypothetical protein
1188,sll1671,1,2,21,4,hypothetical protein
1189,sll1192,1,2,21,5,
1190,slr0967,1,2,21,6,hypothetical protein
1191,slr1903,1,2,21,7,
1192,slr1195,1,2,21,8,
1193,slr1205,1,2,21,9,
1194,sll1740,1,2,21,10,50S ribosomal protein L19
1195,slr1828,1,2,21,11,ferredoxin
1196,sll1735,1,2,21,12,secreted protein MPB70
1197,sll1182,1,2,21,13,cytochrome b6/f complex iron-sulfur subunit
1198,slr1279,1,2,21,14,NADH dehydrogenase subunit 3
1199,sll1442,1,2,21,15,
1200,sll1097,1,2,21,16,30S ribosomal protein S7
1201,sll1092,1,2,21,17,
1202,sll1086,1,2,21,18,
1203,slr0438,1,2,21,19,
1204,slr0055,1,2,21,20,anthranilate synthase component II
1205,slr0058,1,2,21,21,
1206,slr0474,1,2,21,22,
1207,slr0483,1,2,21,23,hypothetical protein
1208,slr0491,1,2,21,24,
1209,slr1084,1,2,22,1,
1210,slr0686,1,2,22,2,
1211,sll1515,1,2,22,3,
1212,sll1509,1,2,22,4,hypothetical protein
1213,slr1601,1,2,22,5,
1214,slr1440,1,2,22,7,
1215,sll1282,1,2,22,8,riboflavin synthase beta subunit
1216,slr1362,1,2,22,9,
1217,slr1366,1,2,22,10,lipoprotein signal peptidase
1218,slr0879,1,2,22,11,glycine decarboxylase complex H-protein
1219,sll0872,1,2,22,12,
1220,slr0960,1,2,22,13,
1221,slr1623,1,2,22,14,
1222,slr1628,1,2,22,15,
1223,slr1638,1,2,22,16,
1224,slr0443,1,2,22,17,
1225,sll0420,1,2,22,18,urease beta subunit
1226,ssl0353,1,2,22,19,hypothetical protein
1227,slr0903,1,2,22,20,molybdopterin (MPT) converting factor, subunit 2
